transaction_id,sender_account,receiver_account,merchant_id,amount,payment_channel,transaction_timestamp,status,is_fraud,sender_customer_id,customer_risk,customer_city,customer_state,merchant_name,merchant_category,merchant_risk_score,device_id,device_type,operating_system,device_risk_score,transaction_type,currency,cross_border,fraud_type,aml_rule,transaction_risk_score
860037,63732,113343,13302,4946.87,UPI,2026-04-03 09:19:17.574101,Success,0,35335,Medium,Hubli–Dharwad,Punjab,"Subramanian, Sampath and Raval",Education,28,86447.0,Desktop,Linux,26.0,Credit,INR,No,,,66
1180514,91493,117407,9435,561.79,ATM,2025-12-31 18:17:17.574101,Success,0,50800,Low,Morena,Goa,Jain-Gaba,Finance,12,125433.0,Laptop,Windows,47.0,Debit,INR,No,,,55
915853,118943,17970,1499,2343.15,Credit Card,2026-06-13 07:28:17.574101,Success,0,66042,Low,Malegaon,Haryana,Maharaj and Sons,E-Commerce,94,2172.0,Laptop,Windows,12.0,Credit,INR,No,,,30
353936,38724,76069,7763,7859.06,Internet Banking,2026-02-24 06:56:17.574101,Success,0,21492,Medium,Amravati,Maharashtra,Rao PLC,Finance,40,106655.0,Mobile,Android,14.0,Credit,INR,No,,,55
1327372,97193,88856,5766,2787.52,UPI,2026-05-16 16:44:17.574101,Success,0,53969,Low,Shivpuri,Jharkhand,Date-Doctor,Education,37,,,,,Debit,INR,No,,,38
1316432,171254,100321,14752,2460.05,Debit Card,2026-01-04 19:14:17.574101,Success,0,95020,Low,Indore,Arunachal Pradesh,"Dey, Sibal and Prabhu",Healthcare,46,46411.0,Tablet,iPadOS,90.0,Debit,INR,No,,,69
431865,66587,49456,2689,3629.89,Credit Card,2025-09-12 14:21:17.574101,Success,0,36911,Low,Jamnagar,Haryana,Dey PLC,Entertainment,2,7960.0,Desktop,Linux,53.0,Debit,INR,No,,,35
1388908,178986,137943,17091,3524.66,NEFT,2025-10-30 04:00:17.574101,Success,0,99361,Low,Pudukkottai,Uttar Pradesh,Bassi-Muni,Retail,4,1627.0,Tablet,Android,8.0,Credit,INR,No,,,65
726818,78689,169243,12355,5915.36,Debit Card,2026-05-02 08:49:17.574101,Success,0,43692,Medium,Kakinada,Chhattisgarh,Sehgal-Deo,Finance,100,27939.0,Desktop,Windows,29.0,Credit,EUR,Yes,,,1
1065171,134281,106595,15667,6657.22,RTGS,2026-05-23 22:11:17.574101,Success,0,74525,Low,Jodhpur,Jharkhand,"Bali, Chokshi and Maharaj",E-Commerce,44,36875.0,Mobile,Android,20.0,Credit,INR,No,,,3
1898262,91020,18213,11372,1588.74,IMPS,2026-03-29 10:50:17.574101,Success,0,50537,Medium,Vadodara,Madhya Pradesh,Choudhury-Rajan,Travel,44,69901.0,Tablet,iPadOS,10.0,Credit,INR,No,,,44
500328,145293,51841,9027,2178.48,NEFT,2026-03-10 01:38:17.574101,Success,0,80625,Low,Pondicherry,Himachal Pradesh,Gour-Khanna,Education,81,43323.0,Mobile,iOS,44.0,Debit,INR,No,,,41
1340219,3968,171509,147,884.7,IMPS,2026-06-20 13:36:17.574101,Success,0,2193,Low,Gorakhpur,Telangana,"Bora, Wagle and Mishra",E-Commerce,70,98707.0,Laptop,Windows,77.0,Debit,INR,No,,,33
1472246,123860,137338,17219,7230.73,Mobile Banking,2025-08-13 14:27:17.574101,Success,0,68784,Low,Patna,Telangana,Dar-Rajan,Education,79,42653.0,Laptop,macOS,57.0,Debit,INR,No,,,2
317558,133172,45953,1467,1330.68,Internet Banking,2025-12-21 18:57:17.574101,Success,0,73932,Low,Mira-Bhayandar,Jharkhand,Radhakrishnan Inc,Education,31,,,,,Credit,INR,No,,,63
584273,162462,9130,11878,2586.54,NEFT,2025-11-30 07:39:17.574101,Success,0,90175,Medium,Durg,Haryana,Merchant-Chauhan,Utility,92,95979.0,Mobile,Android,5.0,Credit,INR,No,,,18
1167858,125765,48490,11801,1862.02,Internet Banking,2026-04-15 07:05:17.574101,Success,0,69833,Low,Yamunanagar,Uttar Pradesh,Hora Group,Healthcare,34,106494.0,Mobile,iOS,63.0,Credit,INR,No,,,41
896776,41391,62189,11996,2767.74,NEFT,2026-01-09 12:15:17.574101,Success,0,22962,Low,Munger,Chhattisgarh,Viswanathan-Sandhu,Healthcare,23,44044.0,Tablet,iPadOS,62.0,Debit,INR,No,,,2
1320944,140219,83071,18416,1404.19,UPI,2026-05-23 06:51:17.574101,Success,0,77809,Low,Srikakulam,West Bengal,Varty Ltd,Food,79,13240.0,Mobile,Android,6.0,Debit,EUR,Yes,,,25
1046348,167164,26152,17881,3783.9,ATM,2025-12-19 17:06:17.574101,Success,0,92792,Low,Kamarhati,Mizoram,Dugar-Gole,Travel,43,48621.0,Laptop,macOS,46.0,Debit,INR,No,,,2
1849103,54687,27828,3009,474.23,RTGS,2025-08-28 02:52:17.574101,Success,0,30341,Low,Motihari,Nagaland,Bansal and Sons,Entertainment,6,8729.0,Desktop,Linux,58.0,Debit,INR,No,,,25
1133648,63267,113772,10969,7636.23,Mobile Banking,2026-01-09 14:42:17.574101,Success,0,35082,Low,Amaravati,West Bengal,Tripathi-Vala,Food,21,30116.0,Desktop,Windows,13.0,Credit,INR,No,,,49
889245,141878,101622,7177,1787.77,Mobile Banking,2025-12-31 01:45:17.574101,Success,0,78723,Low,Imphal,Uttarakhand,"Narayanan, Thaman and Pathak",Entertainment,15,33835.0,Laptop,macOS,23.0,Debit,INR,No,,,14
528883,173579,167673,6767,1704.94,Credit Card,2026-04-07 22:49:17.574101,Success,0,96326,Medium,Bhagalpur,Karnataka,Krish-Sachdev,Fuel,82,72537.0,Laptop,macOS,28.0,Credit,INR,No,,,25
120414,14794,114456,19646,982.42,Debit Card,2026-02-19 08:52:17.574101,Success,0,8194,Low,Giridih,Nagaland,Bajwa LLC,Fuel,88,104988.0,Desktop,Linux,73.0,Debit,INR,No,,,53
635077,36159,30903,1802,7152.3,Debit Card,2025-08-26 11:58:17.574101,Failed,0,20054,Medium,Malda,Punjab,Dubey-Sandhu,Healthcare,27,18578.0,Desktop,Linux,21.0,Debit,INR,No,,,26
1595791,126812,162702,19580,4690.79,Debit Card,2026-01-20 07:08:17.574101,Success,0,70417,Medium,Tinsukia,Haryana,"Tiwari, Reddy and Sant",Healthcare,50,28952.0,Tablet,iPadOS,71.0,Debit,INR,No,,,54
1670872,19386,160826,5439,6751.02,Credit Card,2026-02-10 07:21:17.574101,Success,0,10745,Low,Rohtak,Maharashtra,Parmar PLC,E-Commerce,15,,,,,Credit,INR,No,,,55
1060167,59571,139997,10046,3169.91,Debit Card,2026-02-06 05:21:17.574101,Success,0,33047,Low,Hyderabad,Uttarakhand,Mani and Sons,Retail,14,110363.0,Tablet,Android,45.0,Credit,INR,No,,,7
133835,158678,76531,4435,3622.15,IMPS,2026-05-22 22:26:17.574101,Success,0,88071,Low,Thane,Chhattisgarh,"Om, Mukhopadhyay and Uppal",Travel,86,10781.0,Desktop,Linux,87.0,Credit,INR,No,,,8
1607305,132000,4809,2411,4858.55,NEFT,2025-11-02 06:27:17.574101,Success,0,73281,Low,Junagadh,Maharashtra,Balasubramanian Group,Entertainment,88,40004.0,Laptop,Windows,12.0,Debit,INR,No,,,57
1046015,141952,29577,1272,2552.89,IMPS,2026-01-25 18:34:17.574101,Success,0,78766,Low,Pudukkottai,Odisha,Char Ltd,Finance,81,3526.0,Mobile,Android,98.0,Debit,INR,No,,,43
1975785,52274,119589,11991,3051.02,RTGS,2026-03-23 03:04:17.574101,Failed,0,29006,Low,Bareilly,Punjab,"Ganesan, Tata and Chawla",Utility,93,89149.0,Tablet,iPadOS,19.0,Credit,INR,No,,,60
506588,167442,117658,10825,1859.74,Debit Card,2026-04-17 11:08:17.574101,Success,0,92944,Low,Gudivada,Kerala,Bhatti LLC,Healthcare,58,96473.0,Desktop,Linux,53.0,Credit,INR,No,,,59
1968518,69934,103965,6291,2907.54,Credit Card,2025-09-12 04:24:17.574101,Success,0,38775,Low,Gandhinagar,Jharkhand,Mall-Gala,Retail,77,68804.0,Mobile,iOS,61.0,Credit,INR,No,,,33
1628162,17053,23293,8417,1921.62,ATM,2025-10-14 08:36:17.574101,Pending,0,9448,Low,Jalna,Tamil Nadu,"Kunda, Batta and Chauhan",Utility,87,22627.0,Laptop,macOS,62.0,Debit,INR,No,,,67
1007154,29944,42565,19881,10415.12,NEFT,2026-03-18 23:09:17.574101,Success,0,16629,Medium,Bahraich,Bihar,Kibe-Sur,Healthcare,49,55535.0,Laptop,Windows,68.0,Debit,INR,No,,,31
276925,7469,157786,11618,4056.75,Debit Card,2026-06-09 22:49:17.574101,Success,0,4158,High,Bettiah,Jharkhand,Pai-Sharma,Travel,92,32535.0,Tablet,iPadOS,78.0,Credit,INR,No,,,61
494714,24074,67253,15723,4230.99,UPI,2025-11-11 20:25:17.574101,Success,0,13346,High,Kurnool,Kerala,Acharya-Jha,E-Commerce,54,88758.0,Tablet,iPadOS,99.0,Credit,INR,No,,,60
1497051,93249,57118,1504,5969.38,NEFT,2026-01-29 06:45:17.574101,Success,0,51774,Low,Karnal,Sikkim,"Sawhney, Ray and Sachdev",Fuel,100,844.0,Tablet,Android,83.0,Debit,INR,No,,,37
360883,161029,19477,9251,5768.35,Internet Banking,2025-09-19 07:52:17.574101,Success,0,89374,Low,Amroha,Goa,"Nagarajan, Dugar and Varghese",Fuel,95,7614.0,Tablet,iPadOS,19.0,Credit,INR,No,,,16
820181,124014,171039,19339,2878.41,Mobile Banking,2026-03-31 11:43:17.574101,Success,0,68864,Medium,Gandhinagar,Mizoram,Kumar-Sathe,Fuel,52,38131.0,Desktop,Windows,57.0,Debit,INR,No,,,69
54023,99378,19523,11347,1608.8,RTGS,2026-03-04 16:36:17.574101,Success,0,55156,Medium,Panipat,Jharkhand,"Sanghvi, Kunda and Bahl",E-Commerce,66,52341.0,Laptop,macOS,44.0,Debit,INR,No,,,2
1690065,49467,78842,15147,5420.92,UPI,2025-11-30 20:30:17.574101,Success,0,27470,Low,Bijapur,Himachal Pradesh,Raghavan-Srinivasan,Finance,50,6155.0,Mobile,Android,19.0,Debit,EUR,Yes,,,7
1174647,38837,95108,17709,836.31,UPI,2026-01-21 18:45:17.574101,Success,0,21555,Low,Panihati,Manipur,"Date, Bhakta and Ramesh",Finance,95,117818.0,Desktop,Linux,85.0,Debit,INR,No,,,15
939802,136344,111147,12344,2940.57,IMPS,2025-08-17 17:35:17.574101,Success,0,75677,High,Bhiwandi,Karnataka,Rattan Group,E-Commerce,61,,,,,Debit,INR,No,,,15
1789027,62836,32099,6424,2149.66,Credit Card,2025-12-18 02:07:17.574101,Success,0,34841,Low,Rajahmundry,Jharkhand,Cherian-Mohanty,Fuel,30,,,,,Credit,INR,No,,,33
68793,146582,82762,8665,1349.98,Mobile Banking,2025-08-15 18:21:17.574101,Success,0,81336,Low,Kumbakonam,Chhattisgarh,Nayar LLC,Fuel,33,41723.0,Tablet,Android,26.0,Debit,INR,No,,,35
1102015,160546,76186,13798,10249.02,Credit Card,2026-06-27 22:47:17.574101,Success,0,89098,High,Thane,Andhra Pradesh,Rau Inc,Entertainment,92,,,,,Credit,INR,No,,,37
485503,3356,164847,836,482.56,Internet Banking,2025-08-02 03:28:17.574101,Success,0,1854,Low,Tiruvottiyur,Goa,Cheema PLC,Utility,20,37318.0,Desktop,Linux,90.0,Debit,INR,No,,,52
623527,116993,168954,6859,12993.06,Internet Banking,2025-11-21 20:05:17.574101,Failed,0,64961,Low,Chennai,Haryana,Bhatia-Das,Entertainment,33,,,,,Debit,INR,No,,,35
653659,138850,31590,10669,2699.72,Mobile Banking,2026-04-13 04:09:17.574101,Success,0,77055,Low,Mysore,Himachal Pradesh,Chada-Natt,E-Commerce,59,,,,,Credit,INR,No,,,18
1950791,12874,8935,3360,2157.64,IMPS,2025-08-30 11:50:17.574101,Success,0,7152,Low,Ambattur,Haryana,Andra-Narula,Education,44,35788.0,Mobile,iOS,94.0,Debit,INR,No,,,65
1106144,14146,141480,4782,2649.89,Credit Card,2026-07-10 21:16:17.574101,Success,0,7836,Medium,Gurgaon,Bihar,Gade-Dhaliwal,Entertainment,3,,,,,Credit,INR,No,,,52
699183,161868,80622,13193,5795.86,RTGS,2025-12-02 02:00:17.574101,Success,0,89846,Low,Gangtok,Telangana,"Puri, Kala and Hans",Retail,81,,,,,Credit,INR,No,,,44
1155807,120111,4523,10448,1439.2,NEFT,2026-06-16 01:56:17.574101,Success,0,66689,High,Aizawl,Karnataka,Shukla Inc,Fuel,27,,,,,Debit,INR,No,,,48
1356631,29311,17931,568,1241.75,UPI,2026-03-11 03:09:17.574101,Success,0,16268,Low,Agra,Odisha,Ghosh-Srivastava,Entertainment,60,6489.0,Mobile,Android,88.0,Debit,INR,No,,,13
1620042,112930,150827,17069,3812.72,Internet Banking,2025-12-21 15:19:17.574101,Success,0,62719,Low,Rewa,Uttar Pradesh,"Dar, Vohra and Nagi",Utility,2,,,,,Credit,INR,No,,,8
420378,83190,158313,11799,1096.17,UPI,2026-03-12 09:49:17.574101,Success,0,46166,Low,Vadodara,Assam,"Thaman, Sinha and Chanda",Entertainment,83,6107.0,Tablet,iPadOS,36.0,Debit,INR,No,,,28
749154,38910,88307,5572,2667.74,Debit Card,2025-08-17 01:37:17.574101,Success,0,21596,Low,Amravati,Sikkim,Raju-Hayre,Travel,29,69468.0,Laptop,Windows,34.0,Debit,INR,No,,,23
101587,2043,99436,7386,1677.09,Internet Banking,2026-04-26 07:20:17.574101,Pending,0,1122,Low,Narasaraopet,Assam,Mittal-Karan,Utility,76,15732.0,Mobile,iOS,59.0,Debit,INR,No,,,36
24656,149842,158974,6675,4601.72,UPI,2025-09-26 05:59:17.574101,Success,0,83137,Low,Meerut,Meghalaya,"Dewan, Subramaniam and Gera",E-Commerce,73,22069.0,Tablet,iPadOS,27.0,Credit,INR,No,,,58
1411247,137405,54314,16124,2682.71,ATM,2025-09-20 09:00:17.574101,Success,0,76248,Low,Akola,Sikkim,"Manda, Badal and Date",Retail,59,31200.0,Desktop,Windows,88.0,Debit,INR,No,,,29
1965203,156980,23716,9297,1299.07,Internet Banking,2025-10-11 05:26:17.574101,Success,0,87125,Low,Arrah,Madhya Pradesh,Tara-Anand,Fuel,54,66907.0,Tablet,Android,80.0,Credit,INR,No,,,7
734571,110702,53231,6715,4633.13,UPI,2025-09-16 21:46:17.574101,Success,0,61468,Medium,Danapur,Jharkhand,Viswanathan Ltd,Food,93,,,,,Debit,INR,No,,,47
943482,150877,155972,710,1363.82,ATM,2025-12-01 15:04:17.574101,Success,0,83735,Low,Hospet,Jharkhand,"Chaudhry, Sahota and Amble",Utility,43,108245.0,Tablet,iPadOS,77.0,Credit,INR,No,,,4
1072297,169445,59210,18056,1318.49,Internet Banking,2026-04-06 07:57:17.574101,Success,0,94031,Medium,Ludhiana,Madhya Pradesh,Palla and Sons,Retail,40,25881.0,Mobile,Android,42.0,Credit,INR,No,,,53
770142,24611,9654,16805,2464.42,Credit Card,2026-05-29 12:29:17.574101,Success,0,13653,Low,Nagaon,Uttarakhand,"Mannan, Acharya and Pant",Utility,61,140047.0,Mobile,iOS,86.0,Credit,INR,No,,,49
1163588,59790,116168,5234,2178.43,Mobile Banking,2026-03-27 06:55:17.574101,Success,0,33163,Low,Mango,Haryana,Dey-Sant,Food,96,,,,,Debit,INR,No,,,62
36281,136079,19048,13921,12340.41,NEFT,2025-10-05 10:57:17.574101,Success,1,75527,Low,Nagaon,Meghalaya,"Khanna, Ganesh and Doctor",Healthcare,13,1120.0,Tablet,iPadOS,30.0,Credit,INR,No,Synthetic Identity,High Value,77
1208527,67120,45809,197,2569.03,Credit Card,2026-04-10 19:25:17.574101,Success,0,37215,Low,Kumbakonam,Uttarakhand,Batra PLC,Travel,28,4312.0,Laptop,macOS,43.0,Debit,INR,No,,,32
878154,67721,118870,11622,6373.88,Internet Banking,2025-08-31 16:04:17.574101,Success,0,37549,Low,Rewa,Odisha,Dutt-Zacharia,Fuel,40,,,,,Credit,INR,No,,,13
439501,91571,21393,3649,6864.66,IMPS,2025-10-22 21:18:17.574101,Success,0,50841,Medium,Hapur,Haryana,Chatterjee PLC,Education,12,,,,,Debit,INR,No,,,52
1859010,147749,23635,10192,1531.57,UPI,2026-04-19 23:10:17.574101,Success,0,81979,Low,Miryalaguda,Nagaland,Dutt LLC,Finance,76,17129.0,Mobile,iOS,70.0,Credit,INR,No,,,65
1459055,92796,146731,3498,7485.03,NEFT,2026-02-01 11:45:17.574101,Success,0,51515,Low,Mirzapur,Kerala,"Chand, Chand and Chhabra",Travel,61,,,,,Credit,INR,No,,,56
1068877,32921,173656,5180,978.74,Debit Card,2025-07-16 09:13:17.574101,Success,0,18270,Medium,Raurkela Industrial Township,Goa,"Mani, Bail and Kapoor",Fuel,34,22886.0,Laptop,macOS,69.0,Credit,INR,No,,,16
1366328,22399,118384,7860,2853.59,UPI,2025-12-02 11:30:17.574101,Success,0,12412,Low,Hosur,Tripura,Misra Group,Fuel,30,101602.0,Tablet,Android,39.0,Credit,INR,No,,,1
1311909,83238,77029,18050,3636.64,UPI,2025-08-22 07:16:17.574101,Success,0,46193,Medium,Rampur,Nagaland,Raj-Ravi,Travel,92,39508.0,Laptop,macOS,85.0,Credit,INR,No,,,30
940017,31099,153670,19484,1093.09,Credit Card,2025-08-15 15:30:17.574101,Success,0,17271,Low,Aurangabad,Tripura,Parmer Inc,Education,59,,,,,Debit,INR,No,,,49
1707574,177576,25413,18610,1964.04,Debit Card,2026-02-02 13:01:17.574101,Success,0,98564,Low,Asansol,Odisha,"Tella, Aggarwal and Gade",E-Commerce,87,121505.0,Mobile,Android,13.0,Debit,INR,No,,,62
230720,57452,12258,13589,4890.58,NEFT,2026-04-13 03:38:17.574101,Success,0,31867,High,Patiala,Meghalaya,Sarkar-Buch,Utility,85,73298.0,Tablet,iPadOS,9.0,Debit,INR,No,,,8
533869,165101,29936,3457,6637.92,Credit Card,2026-02-20 03:59:17.574101,Success,1,91641,High,Lucknow,Maharashtra,Doshi-Sibal,Education,11,18558.0,Laptop,Windows,35.0,Debit,INR,No,Card Fraud,Cross Border,90
1105901,6943,169722,4928,13097.8,IMPS,2025-08-03 23:26:17.574101,Success,0,3864,Low,Malegaon,Karnataka,Cherian Inc,Fuel,78,34649.0,Laptop,macOS,37.0,Credit,INR,No,,,49
1754222,98627,66517,1352,1416.51,IMPS,2025-12-16 19:46:17.574101,Success,0,54732,Medium,Kota,Assam,D’Alia and Sons,Entertainment,32,,,,,Debit,INR,No,,,4
326594,115102,146436,8631,5339.74,Debit Card,2025-08-31 16:16:17.574101,Success,0,63903,Low,Mathura,Assam,"Dhar, Walia and Varty",Entertainment,5,30988.0,Mobile,Android,36.0,Credit,INR,No,,,64
471234,169157,157972,14166,1867.07,Mobile Banking,2026-06-14 20:48:17.574101,Success,0,93869,High,Salem,Meghalaya,Parmer-Goyal,Entertainment,84,,,,,Debit,INR,No,,,59
757196,179800,83245,6248,1115.07,IMPS,2026-04-29 08:52:17.574101,Success,0,99809,High,Durg,Nagaland,"Kaul, Pal and Singh",E-Commerce,32,72631.0,Desktop,Windows,35.0,Debit,INR,No,,,35
95362,178759,149458,2135,3961.03,NEFT,2026-02-24 13:54:17.574101,Success,0,99234,Low,Katni,Tamil Nadu,Warrior Ltd,Retail,27,30996.0,Laptop,macOS,27.0,Debit,INR,No,,,58
344159,79637,128920,6189,2287.59,ATM,2026-02-06 03:44:17.574101,Success,0,44219,Low,Orai,Tamil Nadu,Rattan-Aggarwal,Food,46,,,,,Credit,INR,No,,,37
1865512,131123,131464,14146,3896.26,Credit Card,2026-04-08 02:38:17.574101,Success,0,72794,Medium,Jaipur,Jharkhand,"Dugal, Gaba and Ganguly",Travel,97,42169.0,Laptop,macOS,93.0,Debit,INR,No,,,23
246713,1467,75171,8922,989.95,Mobile Banking,2025-11-04 15:07:17.574101,Success,0,807,Medium,Haldia,Nagaland,Salvi and Sons,Retail,6,29501.0,Laptop,Windows,53.0,Credit,INR,No,,,28
1637541,31592,25651,1690,1440.74,NEFT,2026-01-06 05:32:17.574101,Success,0,17554,High,Shimoga,Chhattisgarh,Dara-Tripathi,E-Commerce,90,37241.0,Laptop,macOS,51.0,Debit,USD,Yes,,,28
1038451,4653,77348,19118,6624.32,UPI,2025-12-29 14:45:17.574101,Success,0,2583,Low,Tadipatri,Odisha,Aurora LLC,Food,90,87529.0,Desktop,Windows,61.0,Credit,INR,No,,,41
70015,1789,65449,9118,2720.85,Credit Card,2026-02-21 03:43:17.574101,Success,0,982,Medium,Khammam,Tamil Nadu,Mander-Swaminathan,Education,74,66688.0,Laptop,Windows,29.0,Debit,INR,No,,,9
575231,120556,130491,16717,32211.81,UPI,2025-12-22 22:45:17.574101,Success,0,66933,Low,Bijapur,Tamil Nadu,"Brar, Kannan and Singhal",Fuel,44,51843.0,Mobile,iOS,84.0,Credit,INR,No,,,39
1258731,11563,153309,13187,2433.52,IMPS,2025-07-25 12:11:17.574101,Success,0,6422,Medium,Gopalpur,Karnataka,"Kanda, Dugar and Ramakrishnan",Education,53,13615.0,Desktop,Windows,48.0,Debit,INR,No,,,5
1905579,16471,152851,5130,4046.16,UPI,2025-10-08 23:36:17.574101,Success,0,9123,Low,Hazaribagh,Mizoram,Dave Group,Retail,12,17659.0,Tablet,iPadOS,86.0,Credit,EUR,Yes,,,37
873162,51325,68933,1101,2214.67,Internet Banking,2026-06-01 19:23:17.574101,Success,0,28483,Low,Tirunelveli,Haryana,"Sami, Kunda and Pall",Food,38,69066.0,Tablet,iPadOS,27.0,Credit,INR,No,,,34
139801,72938,33421,17706,4108.37,Mobile Banking,2025-11-03 10:20:17.574101,Success,0,40478,Low,Lucknow,Tripura,Bath-Nadig,Finance,53,,,,,Debit,INR,No,,,41
11048,12881,126719,12588,2674.49,NEFT,2026-06-13 03:48:17.574101,Success,0,7155,Low,Sikar,Manipur,"Doshi, Bhargava and Chaudhary",Finance,91,,,,,Credit,INR,No,,,25
305601,155894,133707,16739,1056.54,Credit Card,2026-02-01 14:06:17.574101,Success,0,86527,Low,Visakhapatnam,Punjab,Malhotra-Bose,Retail,23,,,,,Debit,INR,No,,,15
1201824,77154,151258,14355,2761.07,Debit Card,2025-12-27 17:40:17.574101,Failed,0,42827,Low,Ghaziabad,Sikkim,Rege-Bhasin,Retail,87,105451.0,Mobile,iOS,2.0,Credit,INR,No,,,11
7329,150059,4205,5193,2146.18,Debit Card,2026-07-05 04:02:17.574101,Success,0,83265,High,Kulti,Jharkhand,Amble-Chandra,Finance,12,,,,,Credit,INR,No,,,32
576804,56439,61203,5204,2785.98,Credit Card,2026-02-09 07:12:17.574101,Success,0,31317,Low,Salem,Karnataka,Kohli-Taneja,Fuel,25,102656.0,Desktop,Windows,6.0,Debit,INR,No,,,24
583421,146568,56689,10835,7020.91,Mobile Banking,2025-07-27 05:54:17.574101,Success,0,81328,Low,Ratlam,Telangana,Char-Gupta,Healthcare,67,145895.0,Desktop,Linux,28.0,Credit,INR,No,,,34
1694632,132246,82010,5942,8784.21,UPI,2025-08-18 15:14:17.574101,Success,0,73421,Low,Salem,Goa,Sen Ltd,Retail,79,78723.0,Laptop,macOS,11.0,Credit,INR,No,,,57
27938,13140,94014,13256,2383.38,Internet Banking,2025-08-21 21:28:17.574101,Success,0,7295,Low,Patiala,Meghalaya,"Prabhakar, Raj and Pai",Food,25,,,,,Credit,INR,No,,,3
251520,51887,116100,18624,1404.85,Internet Banking,2026-04-26 06:55:17.574101,Success,0,28785,Low,Junagadh,Telangana,Basu-Dalal,Finance,44,2358.0,Mobile,Android,15.0,Credit,INR,No,,,8
745305,67764,2735,6380,1275.33,Internet Banking,2025-09-26 14:27:17.574101,Success,0,37572,Low,Bardhaman,Madhya Pradesh,Brahmbhatt LLC,Education,81,8202.0,Laptop,Windows,83.0,Credit,INR,No,,,43
1049262,67217,125884,16177,8479.17,Debit Card,2025-07-23 23:48:17.574101,Success,0,37268,Low,Alwar,Goa,Seth Inc,Healthcare,5,,,,,Credit,INR,No,,,56
998214,45584,64061,1546,4332.83,NEFT,2026-06-17 09:19:17.574101,Success,0,25287,Low,Dhule,Arunachal Pradesh,"D’Alia, Sha and Sahni",Fuel,62,,,,,Debit,INR,No,,,27
1321524,19035,78443,19824,1250.32,Debit Card,2025-07-18 17:05:17.574101,Success,0,10541,Low,Aligarh,Bihar,Grewal PLC,Travel,33,3538.0,Tablet,Android,2.0,Debit,INR,No,,,23
1319509,179352,87954,9705,30128.23,Credit Card,2026-06-07 08:50:17.574101,Success,0,99563,High,Medininagar,Punjab,"Raj, Kapadia and Shanker",Food,38,22059.0,Tablet,iPadOS,98.0,Debit,USD,Yes,,,51
1376421,97573,162906,3423,1279.86,NEFT,2026-04-29 06:04:17.574101,Success,0,54169,Low,Madurai,Telangana,"Koshy, Sehgal and Mangal",Utility,38,1227.0,Laptop,macOS,42.0,Credit,USD,Yes,,,37
1620075,130908,178601,8989,18595.64,ATM,2025-12-29 13:51:17.574101,Success,0,72689,High,Erode,Uttarakhand,Sawhney PLC,Fuel,21,23049.0,Mobile,iOS,92.0,Credit,INR,No,,,38
1521490,57181,119081,4703,1823.84,UPI,2025-11-21 08:58:17.574101,Success,0,31716,Low,Silchar,Haryana,Mann-Varughese,E-Commerce,10,39222.0,Desktop,Linux,17.0,Credit,INR,No,,,9
1814880,62481,34546,9462,6687.61,Credit Card,2026-03-07 21:05:17.574101,Success,0,34643,Low,Deoghar,Gujarat,Nazareth-Gill,Travel,54,89081.0,Laptop,Windows,57.0,Debit,INR,No,,,22
1898149,18365,111323,3487,491.39,Mobile Banking,2025-08-21 04:35:17.574101,Success,0,10178,Low,Karimnagar,Uttarakhand,Gandhi and Sons,Fuel,34,3877.0,Mobile,Android,79.0,Credit,INR,No,,,58
1047628,72666,7835,4994,1819.83,Internet Banking,2025-09-10 04:09:17.574101,Success,0,40323,Low,Machilipatnam,Telangana,Raja and Sons,Food,14,73983.0,Desktop,Linux,87.0,Credit,INR,No,,,2
1023601,74713,79320,17952,9273.55,Debit Card,2025-09-04 12:25:17.574101,Success,0,41467,Low,Shimla,West Bengal,Mohan and Sons,Entertainment,90,64424.0,Tablet,Android,29.0,Debit,INR,No,,,11
1503023,180028,140364,10217,2979.72,RTGS,2026-06-01 23:20:17.574101,Success,0,99936,Low,Pondicherry,Uttarakhand,Mammen-Choudhry,Retail,20,40141.0,Laptop,Windows,28.0,Credit,INR,No,,,9
1852682,61312,76756,2679,501.34,Credit Card,2025-12-16 22:18:17.574101,Success,0,34004,Low,Kadapa,Andhra Pradesh,Mandal-Sama,Education,51,93667.0,Laptop,macOS,67.0,Debit,INR,No,,,6
357902,5826,59480,9668,7413.19,Debit Card,2026-03-13 05:17:17.574101,Success,0,3242,Low,Panihati,Manipur,"Hayer, Ray and Sarkar",Entertainment,71,19162.0,Laptop,Windows,72.0,Credit,INR,No,,,11
163749,4535,75614,1873,2740.29,Internet Banking,2025-11-28 16:31:17.574101,Success,0,2510,Low,Machilipatnam,Maharashtra,Rastogi-Zachariah,Healthcare,35,29821.0,Mobile,iOS,82.0,Credit,INR,No,,,53
749165,173635,4287,18801,828.45,RTGS,2026-03-23 20:17:17.574101,Success,0,96356,Low,Serampore,Tamil Nadu,Balan Ltd,Education,22,,,,,Credit,INR,No,,,58
1472527,72931,67535,16472,1034.7,Mobile Banking,2026-01-29 08:11:17.574101,Success,0,40474,Low,Medininagar,Gujarat,Badal-Kashyap,Utility,86,89855.0,Mobile,Android,48.0,Debit,INR,No,,,40
192645,174804,106970,17453,3856.38,Debit Card,2026-03-19 05:25:17.574101,Success,0,97012,Low,Nellore,Gujarat,"Banerjee, Biswas and Ganesh",Healthcare,13,44867.0,Laptop,macOS,74.0,Credit,INR,No,,,59
